graph,workload,backend,speedup,repeat,node_count,node,elapsed_seconds,metric,value,unit
latency,SWE-bench,3FS,2,3,,,,max_buffer_wait_ms,6.08780487805,ms
latency,SWE-bench,3FS,2,3,,,,max_dependency_wait_ms,14.2454634146,ms
latency,SWE-bench,3FS,2,3,,,,max_schedule_lag_ms,24.2357073171,ms
latency,SWE-bench,3FS,2,3,,,,read_p50_latency_ms,2.03710126829,ms
latency,SWE-bench,3FS,2,3,,,,read_p90_latency_ms,3.56492721951,ms
latency,SWE-bench,3FS,2,3,,,,read_p99_latency_ms,8.14840507317,ms
latency,SWE-bench,3FS,2,3,,,,write_p50_latency_ms,1.66671921951,ms
latency,SWE-bench,3FS,2,3,,,,write_p90_latency_ms,2.91675863415,ms
latency,SWE-bench,3FS,2,3,,,,write_p99_latency_ms,6.66687687805,ms
latency,SWE-bench,pNFS,2,1,,,,max_buffer_wait_ms,9.82589427034,ms
latency,SWE-bench,pNFS,2,1,,,,max_dependency_wait_ms,19.0435555556,ms
latency,SWE-bench,pNFS,2,1,,,,max_schedule_lag_ms,33.4278543843,ms
latency,SWE-bench,pNFS,2,1,,,,read_p50_latency_ms,2.80661333333,ms
latency,SWE-bench,pNFS,2,1,,,,read_p90_latency_ms,4.91157333333,ms
latency,SWE-bench,pNFS,2,1,,,,read_p99_latency_ms,11.2264533333,ms
latency,SWE-bench,pNFS,2,1,,,,write_p50_latency_ms,2.28245333333,ms
latency,SWE-bench,pNFS,2,1,,,,write_p90_latency_ms,3.99429333333,ms
latency,SWE-bench,pNFS,2,1,,,,write_p99_latency_ms,9.12981333333,ms
latency,SWE-bench,pNFS,2,2,,,,max_buffer_wait_ms,9.58024691358,ms
latency,SWE-bench,pNFS,2,2,,,,max_dependency_wait_ms,18.5674666667,ms
latency,SWE-bench,pNFS,2,2,,,,max_schedule_lag_ms,32.5921580247,ms
latency,SWE-bench,pNFS,2,2,,,,read_p50_latency_ms,2.736448,ms
latency,SWE-bench,pNFS,2,2,,,,read_p90_latency_ms,4.788784,ms
latency,SWE-bench,pNFS,2,2,,,,read_p99_latency_ms,10.945792,ms
latency,SWE-bench,pNFS,2,2,,,,write_p50_latency_ms,2.225392,ms
latency,SWE-bench,pNFS,2,2,,,,write_p90_latency_ms,3.894436,ms
latency,SWE-bench,pNFS,2,2,,,,write_p99_latency_ms,8.901568,ms
latency,SWE-bench,pNFS,2,3,,,,max_buffer_wait_ms,9.34658235471,ms
latency,SWE-bench,pNFS,2,3,,,,max_dependency_wait_ms,18.114601626,ms
latency,SWE-bench,pNFS,2,3,,,,max_schedule_lag_ms,31.7972273412,ms
latency,SWE-bench,pNFS,2,3,,,,read_p50_latency_ms,2.66970536585,ms
latency,SWE-bench,pNFS,2,3,,,,read_p90_latency_ms,4.67198439024,ms
latency,SWE-bench,pNFS,2,3,,,,read_p99_latency_ms,10.6788214634,ms
latency,SWE-bench,pNFS,2,3,,,,write_p50_latency_ms,2.17111414634,ms
latency,SWE-bench,pNFS,2,3,,,,write_p90_latency_ms,3.7994497561,ms
latency,SWE-bench,pNFS,2,3,,,,write_p99_latency_ms,8.68445658537,ms
latency,SWE-bench,xfs,2,1,,,,max_buffer_wait_ms,43.6295133438,ms
latency,SWE-bench,xfs,2,1,,,,max_dependency_wait_ms,75.4912653061,ms
latency,SWE-bench,xfs,2,1,,,,max_schedule_lag_ms,124.981584511,ms
latency,SWE-bench,xfs,2,1,,,,read_p50_latency_ms,4.93199412245,ms
latency,SWE-bench,xfs,2,1,,,,read_p90_latency_ms,8.63098971429,ms
latency,SWE-bench,xfs,2,1,,,,read_p99_latency_ms,19.7279764898,ms
latency,SWE-bench,xfs,2,1,,,,write_p50_latency_ms,3.75676016327,ms
latency,SWE-bench,xfs,2,1,,,,write_p90_latency_ms,6.57433028571,ms
latency,SWE-bench,xfs,2,1,,,,write_p99_latency_ms,15.0270406531,ms
latency,SWE-bench,xfs,2,2,,,,max_buffer_wait_ms,42.5387755102,ms
latency,SWE-bench,xfs,2,2,,,,max_dependency_wait_ms,73.6039836735,ms
latency,SWE-bench,xfs,2,2,,,,max_schedule_lag_ms,121.857044898,ms
latency,SWE-bench,xfs,2,2,,,,read_p50_latency_ms,4.80869426939,ms
latency,SWE-bench,xfs,2,2,,,,read_p90_latency_ms,8.41521497143,ms
latency,SWE-bench,xfs,2,2,,,,read_p99_latency_ms,19.2347770776,ms
latency,SWE-bench,xfs,2,2,,,,write_p50_latency_ms,3.66284115918,ms
latency,SWE-bench,xfs,2,2,,,,write_p90_latency_ms,6.40997202857,ms
latency,SWE-bench,xfs,2,2,,,,write_p99_latency_ms,14.6513646367,ms
latency,SWE-bench,xfs,2,3,,,,max_buffer_wait_ms,41.5012444002,ms
latency,SWE-bench,xfs,2,3,,,,max_dependency_wait_ms,71.8087645595,ms
latency,SWE-bench,xfs,2,3,,,,max_schedule_lag_ms,118.884921852,ms
latency,SWE-bench,xfs,2,3,,,,read_p50_latency_ms,4.69140904331,ms
latency,SWE-bench,xfs,2,3,,,,read_p90_latency_ms,8.20996582578,ms
latency,SWE-bench,xfs,2,3,,,,read_p99_latency_ms,18.7656361732,ms
latency,SWE-bench,xfs,2,3,,,,write_p50_latency_ms,3.57350356994,ms
latency,SWE-bench,xfs,2,3,,,,write_p90_latency_ms,6.25363124739,ms
latency,SWE-bench,xfs,2,3,,,,write_p99_latency_ms,14.2940142797,ms
nodewise,SWE-bench,3FS,1,1,,aggregate,,disk_utilization_p95_percent,64.44711,%
nodewise,SWE-bench,3FS,1,1,,aggregate,,network_utilization_p95_percent,80.1322912,%
nodewise,SWE-bench,3FS,1,1,,storage-1,,disk_utilization_p95_percent,57.8097,%
nodewise,SWE-bench,3FS,1,1,,storage-1,,network_utilization_p95_percent,68.467464,%
nodewise,SWE-bench,3FS,1,1,,storage-2,,disk_utilization_p95_percent,61.66368,%
nodewise,SWE-bench,3FS,1,1,,storage-2,,network_utilization_p95_percent,77.5964592,%
nodewise,SWE-bench,3FS,1,1,,storage-3,,disk_utilization_p95_percent,65.51766,%
nodewise,SWE-bench,3FS,1,1,,storage-3,,network_utilization_p95_percent,82.1609568,%
nodewise,SWE-bench,3FS,1,1,,storage-4,,disk_utilization_p95_percent,66.80232,%
nodewise,SWE-bench,3FS,1,1,,storage-4,,network_utilization_p95_percent,73.0319616,%
nodewise,SWE-bench,3FS,1,1,,storage-5,,disk_utilization_p95_percent,62.94834,%
nodewise,SWE-bench,3FS,1,1,,storage-5,,network_utilization_p95_percent,85.2039552,%
nodewise,SWE-bench,3FS,1,1,,storage-6,,disk_utilization_p95_percent,71.94096,%
nodewise,SWE-bench,3FS,1,1,,storage-6,,network_utilization_p95_percent,94.3329504,%
nodewise,SWE-bench,3FS,1,2,,aggregate,,disk_utilization_p95_percent,66.0996,%
nodewise,SWE-bench,3FS,1,2,,aggregate,,network_utilization_p95_percent,82.1869653333,%
nodewise,SWE-bench,3FS,1,2,,storage-1,,disk_utilization_p95_percent,59.292,%
nodewise,SWE-bench,3FS,1,2,,storage-1,,network_utilization_p95_percent,70.22304,%
nodewise,SWE-bench,3FS,1,2,,storage-2,,disk_utilization_p95_percent,63.2448,%
nodewise,SWE-bench,3FS,1,2,,storage-2,,network_utilization_p95_percent,79.586112,%
nodewise,SWE-bench,3FS,1,2,,storage-3,,disk_utilization_p95_percent,67.1976,%
nodewise,SWE-bench,3FS,1,2,,storage-3,,network_utilization_p95_percent,84.267648,%
nodewise,SWE-bench,3FS,1,2,,storage-4,,disk_utilization_p95_percent,68.5152,%
nodewise,SWE-bench,3FS,1,2,,storage-4,,network_utilization_p95_percent,74.904576,%
nodewise,SWE-bench,3FS,1,2,,storage-5,,disk_utilization_p95_percent,64.5624,%
nodewise,SWE-bench,3FS,1,2,,storage-5,,network_utilization_p95_percent,87.388672,%
nodewise,SWE-bench,3FS,1,2,,storage-6,,disk_utilization_p95_percent,73.7856,%
nodewise,SWE-bench,3FS,1,2,,storage-6,,network_utilization_p95_percent,96.751744,%
nodewise,SWE-bench,3FS,1,3,,aggregate,,disk_utilization_p95_percent,67.75209,%
nodewise,SWE-bench,3FS,1,3,,aggregate,,network_utilization_p95_percent,84.2416394667,%
nodewise,SWE-bench,3FS,1,3,,storage-1,,disk_utilization_p95_percent,60.7743,%
nodewise,SWE-bench,3FS,1,3,,storage-1,,network_utilization_p95_percent,71.978616,%
nodewise,SWE-bench,3FS,1,3,,storage-2,,disk_utilization_p95_percent,64.82592,%
nodewise,SWE-bench,3FS,1,3,,storage-2,,network_utilization_p95_percent,81.5757648,%
nodewise,SWE-bench,3FS,1,3,,storage-3,,disk_utilization_p95_percent,68.87754,%
nodewise,SWE-bench,3FS,1,3,,storage-3,,network_utilization_p95_percent,86.3743392,%
nodewise,SWE-bench,3FS,1,3,,storage-4,,disk_utilization_p95_percent,70.22808,%
nodewise,SWE-bench,3FS,1,3,,storage-4,,network_utilization_p95_percent,76.7771904,%
nodewise,SWE-bench,3FS,1,3,,storage-5,,disk_utilization_p95_percent,66.17646,%
nodewise,SWE-bench,3FS,1,3,,storage-5,,network_utilization_p95_percent,89.5733888,%
nodewise,SWE-bench,3FS,1,3,,storage-6,,disk_utilization_p95_percent,75.63024,%
nodewise,SWE-bench,3FS,1,3,,storage-6,,network_utilization_p95_percent,99.1705376,%
nodewise,SWE-bench,3FS,2,1,,aggregate,,disk_utilization_p95_percent,67.6694655,%
nodewise,SWE-bench,3FS,2,1,,aggregate,,network_utilization_p95_percent,88.14552032,%
nodewise,SWE-bench,3FS,2,1,,storage-1,,disk_utilization_p95_percent,60.700185,%
nodewise,SWE-bench,3FS,2,1,,storage-1,,network_utilization_p95_percent,75.3142104,%
nodewise,SWE-bench,3FS,2,1,,storage-2,,disk_utilization_p95_percent,64.746864,%
nodewise,SWE-bench,3FS,2,1,,storage-2,,network_utilization_p95_percent,85.35610512,%
nodewise,SWE-bench,3FS,2,1,,storage-3,,disk_utilization_p95_percent,68.793543,%
nodewise,SWE-bench,3FS,2,1,,storage-3,,network_utilization_p95_percent,90.37705248,%
nodewise,SWE-bench,3FS,2,1,,storage-4,,disk_utilization_p95_percent,70.142436,%
nodewise,SWE-bench,3FS,2,1,,storage-4,,network_utilization_p95_percent,80.33515776,%
nodewise,SWE-bench,3FS,2,1,,storage-5,,disk_utilization_p95_percent,66.095757,%
nodewise,SWE-bench,3FS,2,1,,storage-5,,network_utilization_p95_percent,93.72435072,%
nodewise,SWE-bench,3FS,2,1,,storage-6,,disk_utilization_p95_percent,75.538008,%
nodewise,SWE-bench,3FS,2,1,,storage-6,,network_utilization_p95_percent,100,%
nodewise,SWE-bench,3FS,2,2,,aggregate,,disk_utilization_p95_percent,69.40458,%
nodewise,SWE-bench,3FS,2,2,,aggregate,,network_utilization_p95_percent,90.4056618667,%
nodewise,SWE-bench,3FS,2,2,,storage-1,,disk_utilization_p95_percent,62.2566,%
nodewise,SWE-bench,3FS,2,2,,storage-1,,network_utilization_p95_percent,77.245344,%
nodewise,SWE-bench,3FS,2,2,,storage-2,,disk_utilization_p95_percent,66.40704,%
nodewise,SWE-bench,3FS,2,2,,storage-2,,network_utilization_p95_percent,87.5447232,%
nodewise,SWE-bench,3FS,2,2,,storage-3,,disk_utilization_p95_percent,70.55748,%
nodewise,SWE-bench,3FS,2,2,,storage-3,,network_utilization_p95_percent,92.6944128,%
nodewise,SWE-bench,3FS,2,2,,storage-4,,disk_utilization_p95_percent,71.94096,%
nodewise,SWE-bench,3FS,2,2,,storage-4,,network_utilization_p95_percent,82.3950336,%
nodewise,SWE-bench,3FS,2,2,,storage-5,,disk_utilization_p95_percent,67.79052,%
nodewise,SWE-bench,3FS,2,2,,storage-5,,network_utilization_p95_percent,96.1275392,%
nodewise,SWE-bench,3FS,2,2,,storage-6,,disk_utilization_p95_percent,77.47488,%
nodewise,SWE-bench,3FS,2,2,,storage-6,,network_utilization_p95_percent,100,%
nodewise,SWE-bench,3FS,2,3,,aggregate,,disk_utilization_p95_percent,71.1396945,%
nodewise,SWE-bench,3FS,2,3,,aggregate,,network_utilization_p95_percent,92.6658034133,%
nodewise,SWE-bench,3FS,2,3,,storage-1,,disk_utilization_p95_percent,63.813015,%
nodewise,SWE-bench,3FS,2,3,,storage-1,,network_utilization_p95_percent,79.1764776,%
nodewise,SWE-bench,3FS,2,3,,storage-2,,disk_utilization_p95_percent,68.067216,%
nodewise,SWE-bench,3FS,2,3,,storage-2,,network_utilization_p95_percent,89.73334128,%
nodewise,SWE-bench,3FS,2,3,,storage-3,,disk_utilization_p95_percent,72.321417,%
nodewise,SWE-bench,3FS,2,3,,storage-3,,network_utilization_p95_percent,95.01177312,%
nodewise,SWE-bench,3FS,2,3,,storage-4,,disk_utilization_p95_percent,73.739484,%
nodewise,SWE-bench,3FS,2,3,,storage-4,,network_utilization_p95_percent,84.45490944,%
nodewise,SWE-bench,3FS,2,3,,storage-5,,disk_utilization_p95_percent,69.485283,%
nodewise,SWE-bench,3FS,2,3,,storage-5,,network_utilization_p95_percent,98.53072768,%
nodewise,SWE-bench,3FS,2,3,,storage-6,,disk_utilization_p95_percent,79.411752,%
nodewise,SWE-bench,3FS,2,3,,storage-6,,network_utilization_p95_percent,100,%
nodewise,SWE-bench,pNFS,1,1,,aggregate,,disk_utilization_p95_percent,76.83052,%
nodewise,SWE-bench,pNFS,1,1,,aggregate,,network_utilization_p95_percent,69.6599904,%
nodewise,SWE-bench,pNFS,1,1,,storage-1,,disk_utilization_p95_percent,62.16912,%
nodewise,SWE-bench,pNFS,1,1,,storage-1,,network_utilization_p95_percent,63.7796016,%
nodewise,SWE-bench,pNFS,1,1,,storage-2,,disk_utilization_p95_percent,72.0252,%
nodewise,SWE-bench,pNFS,1,1,,storage-2,,network_utilization_p95_percent,66.4936272,%
nodewise,SWE-bench,pNFS,1,1,,storage-3,,disk_utilization_p95_percent,78.09048,%
nodewise,SWE-bench,pNFS,1,1,,storage-3,,network_utilization_p95_percent,70.5646656,%
nodewise,SWE-bench,pNFS,1,1,,storage-4,,disk_utilization_p95_percent,81.88128,%
nodewise,SWE-bench,pNFS,1,1,,storage-4,,network_utilization_p95_percent,74.635704,%
nodewise,SWE-bench,pNFS,1,1,,storage-5,,disk_utilization_p95_percent,71.26704,%
nodewise,SWE-bench,pNFS,1,1,,storage-5,,network_utilization_p95_percent,62.4225888,%
nodewise,SWE-bench,pNFS,1,1,,storage-6,,disk_utilization_p95_percent,95.55,%
nodewise,SWE-bench,pNFS,1,1,,storage-6,,network_utilization_p95_percent,80.0637552,%
nodewise,SWE-bench,pNFS,1,2,,aggregate,,disk_utilization_p95_percent,78.8005333333,%
nodewise,SWE-bench,pNFS,1,2,,aggregate,,network_utilization_p95_percent,71.446144,%
nodewise,SWE-bench,pNFS,1,2,,storage-1,,disk_utilization_p95_percent,63.7632,%
nodewise,SWE-bench,pNFS,1,2,,storage-1,,network_utilization_p95_percent,65.414976,%
nodewise,SWE-bench,pNFS,1,2,,storage-2,,disk_utilization_p95_percent,73.872,%
nodewise,SWE-bench,pNFS,1,2,,storage-2,,network_utilization_p95_percent,68.198592,%
nodewise,SWE-bench,pNFS,1,2,,storage-3,,disk_utilization_p95_percent,80.0928,%
nodewise,SWE-bench,pNFS,1,2,,storage-3,,network_utilization_p95_percent,72.374016,%
nodewise,SWE-bench,pNFS,1,2,,storage-4,,disk_utilization_p95_percent,83.9808,%
nodewise,SWE-bench,pNFS,1,2,,storage-4,,network_utilization_p95_percent,76.54944,%
nodewise,SWE-bench,pNFS,1,2,,storage-5,,disk_utilization_p95_percent,73.0944,%
nodewise,SWE-bench,pNFS,1,2,,storage-5,,network_utilization_p95_percent,64.023168,%
nodewise,SWE-bench,pNFS,1,2,,storage-6,,disk_utilization_p95_percent,98,%
nodewise,SWE-bench,pNFS,1,2,,storage-6,,network_utilization_p95_percent,82.116672,%
nodewise,SWE-bench,pNFS,1,3,,aggregate,,disk_utilization_p95_percent,80.7705466667,%
nodewise,SWE-bench,pNFS,1,3,,aggregate,,network_utilization_p95_percent,73.2322976,%
nodewise,SWE-bench,pNFS,1,3,,storage-1,,disk_utilization_p95_percent,65.35728,%
nodewise,SWE-bench,pNFS,1,3,,storage-1,,network_utilization_p95_percent,67.0503504,%
nodewise,SWE-bench,pNFS,1,3,,storage-2,,disk_utilization_p95_percent,75.7188,%
nodewise,SWE-bench,pNFS,1,3,,storage-2,,network_utilization_p95_percent,69.9035568,%
nodewise,SWE-bench,pNFS,1,3,,storage-3,,disk_utilization_p95_percent,82.09512,%
nodewise,SWE-bench,pNFS,1,3,,storage-3,,network_utilization_p95_percent,74.1833664,%
nodewise,SWE-bench,pNFS,1,3,,storage-4,,disk_utilization_p95_percent,86.08032,%
nodewise,SWE-bench,pNFS,1,3,,storage-4,,network_utilization_p95_percent,78.463176,%
nodewise,SWE-bench,pNFS,1,3,,storage-5,,disk_utilization_p95_percent,74.92176,%
nodewise,SWE-bench,pNFS,1,3,,storage-5,,network_utilization_p95_percent,65.6237472,%
nodewise,SWE-bench,pNFS,1,3,,storage-6,,disk_utilization_p95_percent,100,%
nodewise,SWE-bench,pNFS,1,3,,storage-6,,network_utilization_p95_percent,84.1695888,%
nodewise,SWE-bench,pNFS,2,1,,aggregate,,disk_utilization_p95_percent,83.7452668,%
nodewise,SWE-bench,pNFS,2,1,,aggregate,,network_utilization_p95_percent,75.232789632,%
nodewise,SWE-bench,pNFS,2,1,,storage-1,,disk_utilization_p95_percent,67.7643408,%
nodewise,SWE-bench,pNFS,2,1,,storage-1,,network_utilization_p95_percent,68.881969728,%
nodewise,SWE-bench,pNFS,2,1,,storage-2,,disk_utilization_p95_percent,78.507468,%
nodewise,SWE-bench,pNFS,2,1,,storage-2,,network_utilization_p95_percent,71.813117376,%
nodewise,SWE-bench,pNFS,2,1,,storage-3,,disk_utilization_p95_percent,85.1186232,%
nodewise,SWE-bench,pNFS,2,1,,storage-3,,network_utilization_p95_percent,76.209838848,%
nodewise,SWE-bench,pNFS,2,1,,storage-4,,disk_utilization_p95_percent,89.2505952,%
nodewise,SWE-bench,pNFS,2,1,,storage-4,,network_utilization_p95_percent,80.60656032,%
nodewise,SWE-bench,pNFS,2,1,,storage-5,,disk_utilization_p95_percent,77.6810736,%
nodewise,SWE-bench,pNFS,2,1,,storage-5,,network_utilization_p95_percent,67.416395904,%
nodewise,SWE-bench,pNFS,2,1,,storage-6,,disk_utilization_p95_percent,100,%
nodewise,SWE-bench,pNFS,2,1,,storage-6,,network_utilization_p95_percent,86.468855616,%
nodewise,SWE-bench,pNFS,2,2,,aggregate,,disk_utilization_p95_percent,85.8925813333,%
nodewise,SWE-bench,pNFS,2,2,,aggregate,,network_utilization_p95_percent,77.16183552,%
nodewise,SWE-bench,pNFS,2,2,,storage-1,,disk_utilization_p95_percent,69.501888,%
nodewise,SWE-bench,pNFS,2,2,,storage-1,,network_utilization_p95_percent,70.64817408,%
nodewise,SWE-bench,pNFS,2,2,,storage-2,,disk_utilization_p95_percent,80.52048,%
nodewise,SWE-bench,pNFS,2,2,,storage-2,,network_utilization_p95_percent,73.65447936,%
nodewise,SWE-bench,pNFS,2,2,,storage-3,,disk_utilization_p95_percent,87.301152,%
nodewise,SWE-bench,pNFS,2,2,,storage-3,,network_utilization_p95_percent,78.16393728,%
nodewise,SWE-bench,pNFS,2,2,,storage-4,,disk_utilization_p95_percent,91.539072,%
nodewise,SWE-bench,pNFS,2,2,,storage-4,,network_utilization_p95_percent,82.6733952,%
nodewise,SWE-bench,pNFS,2,2,,storage-5,,disk_utilization_p95_percent,79.672896,%
nodewise,SWE-bench,pNFS,2,2,,storage-5,,network_utilization_p95_percent,69.14502144,%
nodewise,SWE-bench,pNFS,2,2,,storage-6,,disk_utilization_p95_percent,100,%
